PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_EXT_SUBSTANCE_URL,SMILES
71749750  1,"[(1S,2S,3R,4S,7R,9S,11R,13S,16S)-4,13-Diacetyloxy-1-hydroxy-16-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-15,18,18-trimethyl-12-oxo-6-oxapentacyclo[12.3.1.03,11.04,7.09,11]octadec-14-en-2-yl] benzoate",71749750,http://www.chemfish.co.jp/index.php?id=6262&project=product,CC(=O)OC1C(=O)C23CC2CC2OCC2(OC(C)=O)C3C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
16403332  1,"[(8S,9R,10S,11S,13S,14S,16R,17R)-9-Fluoro-10,13,16-trimethyl-3-oxo-17-propanoyloxy-17-(2-propanoyloxyacetyl)-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-11-yl] hexanoate
1029851-17-9",16403332,http://www.chemfish.co.jp/index.php?id=6261&project=product,CCCCCC(=O)OC1CC2(C)C(CC(C)C2(OC(=O)CC)C(=O)COC(=O)CC)C2CCC3=CC(=O)C=CC3(C)C12F
6440548  1,"10-Deacetylcephalomannine
76429-85-1",6440548,http://www.chemfish.co.jp/index.php?id=6256&project=product,CC=C(C)C(=O)NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(O)C(=C1C)C2(C)C
125121291  1,"[(6S,8S,9S,10S,11S,13S,14S,17R)-6,9-Difluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",125121291,http://www.chemfish.co.jp/index.php?id=6255&project=product,CCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
12986413  1,"6alpha,9-Difluoro-11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 17-butyrate
23640-96-2",12986413,http://www.chemfish.co.jp/index.php?id=6254&project=product,CCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
92449040  1,"(1S,2S,5R,6S,9S,11R,12S,13S,15R)-6-(Furan-3-yl)-13-hydroxy-5,12,16,16-tetramethyl-7,10,17-trioxahexacyclo[13.3.3.01,15.02,12.05,11.09,11]henicos-19-ene-8,14,21-trione",92449040,http://www.chemfish.co.jp/index.php?id=6253&project=product,CC1(C)OCC23C=CC(=O)C12C(=O)C(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321
92449039  1,"(1R,2S,5R,6S,9S,11R,12S,13S,15S)-6-(Furan-3-yl)-13-hydroxy-5,12,16,16-tetramethyl-7,10,17-trioxahexacyclo[13.3.3.01,15.02,12.05,11.09,11]henicos-19-ene-8,14,21-trione",92449039,http://www.chemfish.co.jp/index.php?id=6252&project=product,CC1(C)OCC23C=CC(=O)C12C(=O)C(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321
43327778  1,"3-[4,6-Dimethyl-2-oxo-1-(pyridin-4-ylmethyl)pyrimidin-5-yl]propanoic acid",43327778,http://www.chemfish.co.jp/index.php?id=6251&project=product,Cc1nc(=O)n(Cc2ccncc2)c(C)c1CCC(=O)O
104842  1,"7-Ethyl-10-hydroxycamptothecin
86639-52-3",104842,http://www.chemfish.co.jp/index.php?id=6249&project=product,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
13374085  1,"(19R)-10,19-Diethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione
647852-82-2",13374085,http://www.chemfish.co.jp/index.php?id=6248&project=product,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
6710780  1,"Vinblastin sulfate
865-21-4",6710780,http://www.chemfish.co.jp/index.php?id=6247&project=product,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
91809625  1,"Liminol
989-61-7",91809625,http://www.chemfish.co.jp/index.php?id=6242&project=product,CC1(C)OC2CC(=O)OCC23C1CC(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321
98042546  1,"(1R,2R,7S,10R,12R,13S,14S,16R,19S,20S)-19-(Furan-3-yl)-12-hydroxy-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docosane-5,17-dione",98042546,http://www.chemfish.co.jp/index.php?id=6241&project=product,CC1(C)OC2CC(=O)OCC23C1CC(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321
11944582  1,"(3S,5S,6S,8S,10S,13R,14S,16S,17R)-17-[(2R,5S)-5-(2-Hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,7,8,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,6,16-triol",11944582,http://www.chemfish.co.jp/index.php?id=6233&project=product,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(CCC(O)C5(C)C)C4=CCC23C)O1
11944583  1,"Astragenol
86541-79-9",11944583,http://www.chemfish.co.jp/index.php?id=6232&project=product,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(CCC(O)C5(C)C)C4=CCC23C)O1
11944585  1,"(3S,5R,6S,8R,10S,13R,14S,16S,17R)-17-[(2R,5S)-5-(2-Hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,7,8,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,6,16-triol",11944585,http://www.chemfish.co.jp/index.php?id=6231&project=product,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(CCC(O)C5(C)C)C4=CCC23C)O1
11944584  1,"(3S,5S,6S,8R,10S,13R,14S,16S,17R)-17-[(2R,5S)-5-(2-Hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,7,8,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,6,16-triol",11944584,http://www.chemfish.co.jp/index.php?id=6230&project=product,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(CCC(O)C5(C)C)C4=CCC23C)O1
152743397  1,Ginkgolide C,152743397,http://www.chemfish.co.jp/index.php?id=6229&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
9867869  1,"Ginkgolide C
15291-76-6",9867869,http://www.chemfish.co.jp/index.php?id=6228&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
124490256  1,"(1R,3S,6R,7R,8S,9S,10S,11R,12R,13S,16S,17R)-8-Tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",124490256,http://www.chemfish.co.jp/index.php?id=6226&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
95224273  1,"(1S,3R,6R,7S,8S,9R,10S,11S,12S,13S,16S,17R)-8-Tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",95224273,http://www.chemfish.co.jp/index.php?id=6225&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
51663025  1,"(1S,3R,6R,7S,8S,9R,10S,11S,12R,13S,16S,17R)-8-Tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",51663025,http://www.chemfish.co.jp/index.php?id=6224&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
24721502  1,"Ginkgolide C
15291-76-6",24721502,http://www.chemfish.co.jp/index.php?id=6223&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
95374807  1,"(1R,3R,6R,7S,8S,9S,10S,11R,12R,13S,16S,17R)-8-Tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",95374807,http://www.chemfish.co.jp/index.php?id=6222&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
124490255  1,"(1R,3S,6R,7S,8S,9S,10S,11R,12R,13S,16S,17R)-8-Tert-butyl-6,9,12,17-tetrahydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.01,11.03,7.07,11.013,17]nonadecane-5,15,18-trione",124490255,http://www.chemfish.co.jp/index.php?id=6221&project=product,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O
71314215  1,"6alpha-Bromo-beclomethasone dipropionate, UNII-BL5X7EQH6W
887130-69-0",71314215,http://www.chemfish.co.jp/index.php?id=6220&project=product,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC(Br)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
21783126  1,"Unii-xkd4U87szy, XKD4U87SZY, 4-O-DEACETYLVINORELBINE
126347-74-8",21783126,http://www.chemfish.co.jp/index.php?id=6219&project=product,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(O)C4(CC)C=CCN5CCC31C54)C2
124521289  1,"(5R,8S,9R,10S,14S,16S)-16-Hydroxy-4,4,8,10,14-pentamethyl-17-[(2R,4S,5S)-4,5,6-trihydroxy-6-methylheptan-2-yl]-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one",124521289,http://www.chemfish.co.jp/index.php?id=6212&project=product,CC(CC(O)C(O)C(C)(C)O)C1=C2CCC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1O
51694351  1,"(1S,2R,4S,16S,17R,19R,20R)-2,19-Dihydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.01,17.04,16.06,14.08,12]tricosa-6(14),7,12-trien-11-one",51694351,http://www.chemfish.co.jp/index.php?id=6210&project=product,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2
51694350  1,"(1S,2R,4R,16S,17R,19R,20R)-2,19-Dihydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.01,17.04,16.06,14.08,12]tricosa-6(14),7,12-trien-11-one",51694350,http://www.chemfish.co.jp/index.php?id=6209&project=product,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2
51694349  1,"(1S,2S,4S,16S,17R,19R,20R)-2,19-Dihydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.01,17.04,16.06,14.08,12]tricosa-6(14),7,12-trien-11-one",51694349,http://www.chemfish.co.jp/index.php?id=6208&project=product,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2
51694348  1,"(1S,2S,4R,16S,17R,19R,20R)-2,19-Dihydroxy-13,20-dimethoxy-4,7,17,22,22-pentamethyl-5,10,21,23-tetraoxahexacyclo[18.2.1.01,17.04,16.06,14.08,12]tricosa-6(14),7,12-trien-11-one",51694348,http://www.chemfish.co.jp/index.php?id=6206&project=product,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2
16407062  1,"6,10,11-Hexol
7363-22-6",16407062,http://www.chemfish.co.jp/index.php?id=6202&project=product,CC1CCC2N(C1)CC1C(C(O)C3OC(C)(C)OC34C1CC13OC5(O)C(O)CCC1(C)C5C(O)C(O)C43)C2(C)O
16401086  1,"10-Hydroxy aconitine
41849-35-8",16401086,http://www.chemfish.co.jp/index.php?id=6201&project=product,CCN1CC2(COC)C(O)CC(OC)C34C1C(C(OC)C23)C1(OC(C)=O)C(O)C(OC)C2(O)CC4(O)C1C2OC(=O)c1ccccc1
9854073  1,"Cabazitaxel
183133-96-2",9854073,http://www.chemfish.co.jp/index.php?id=3774&project=product,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
71314469  1,"Cabazitaxel
183133-96-2",71314469,http://www.chemfish.co.jp/index.php?id=6195&project=product,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
95790481  1,"(1R,13S,14R,20R,21S)-21-Hydroxy-10-methoxy-1,4,14,19,19-pentamethyl-2,7,18-trioxapentacyclo[11.9.0.03,11.05,9.014,20]docosa-3(11),4,9-triene-8,17-dione",95790481,http://www.chemfish.co.jp/index.php?id=6191&project=product,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C3C(C)(C)OC(=O)CCC3(C)C1C2
124511463  1,"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-16-Acetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-13-[(2S)-2-methylbutanoyl]oxy-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2R,3R)-3-acetyloxy-2-hydroxy-2-methylbutanoate",124511463,http://www.chemfish.co.jp/index.php?id=6186&project=product,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)OC(C)=O)CCC3(C)C5CC(OC(C)=O)C4C21O
443980  1,"FLUMETHASONE PIVALATE
2002-29-1",443980,http://www.chemfish.co.jp/index.php?id=6185&project=product,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
124404155  1,"[2-[(6S,8S,9R,10S,11R,13S,14R,16R,17R)-6,9-Difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 2,2-dimethylpropanoate",124404155,http://www.chemfish.co.jp/index.php?id=6182&project=product,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
93232926  1,"[2-[(6S,8S,9R,10S,11R,13S,14S,16R,17R)-6,9-Difluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 2,2-dimethylpropanoate",93232926,http://www.chemfish.co.jp/index.php?id=6180&project=product,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
10744450  1,CHEMBL492404,10744450,http://www.chemfish.co.jp/index.php?id=6174&project=product,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
5281318  1,"Cucurbitacin D
3877-86-9",5281318,http://www.chemfish.co.jp/index.php?id=6170&project=product,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
21592268  1,7-Isovaleroylcycloseverinolide,21592268,http://www.chemfish.co.jp/index.php?id=6169&project=product,CC(C)CC(=O)OC1C(O)C23C(=O)C=CC2(COC3(C)C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C
95789983  1,"[(1S,2S,5S,6S,9S,11R,12S,13S,14R,15R)-6-(Furan-3-yl)-14-hydroxy-5,12,16,16-tetramethyl-8,21-dioxo-7,10,17-trioxahexacyclo[13.3.3.01,15.02,12.05,11.09,11]henicos-19-en-13-yl] 3-methylbutanoate",95789983,http://www.chemfish.co.jp/index.php?id=6168&project=product,CC(C)CC(=O)OC1C(O)C23C(=O)C=CC2(COC3(C)C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C
38351506  1,"(1R,2R,4S,7S,8S,10S,11R,12R,13S,16R)-7-(Furan-3-yl)-10,13-dihydroxy-1,8,12,13,15,15-hexamethyl-3,6,14-trioxapentacyclo[9.7.0.02,4.02,8.012,16]octadecane-5,18-dione",38351506,http://www.chemfish.co.jp/index.php?id=6161&project=product,CC1(C)OC(C)(O)C2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
5281316  1,"Cucurbitacin B
6199-67-3",5281316,http://www.chemfish.co.jp/index.php?id=6154&project=product,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
73013261  1,"[(E,6R)-6-[(2S,8S,9S,10R,13R,14S,16R,17R)-2,16-Dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",73013261,http://www.chemfish.co.jp/index.php?id=6153&project=product,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
13433418  1,"2,5-Dimethoxy Pyridine
867267-24-1",13433418,http://www.chemfish.co.jp/index.php?id=6110&project=product,COc1ccc(OC)nc1
44719503  1,"4,7-dimethoxy-2,3-dihydro-1H-indene-5-carbaldehyde
38998-06-0",44719503,http://www.chemfish.co.jp/index.php?id=6116&project=product,COc1cc(C=O)c(OC)c2c1CCC2
12654133  1,"4,7-dimethoxyindane
38998-05-9",12654133,http://www.chemfish.co.jp/index.php?id=6115&project=product,COc1ccc(OC)c2c1CCC2
123083  1,"ETHYLENE-D4
683-73-8",123083,http://www.chemfish.co.jp/index.php?id=6833&project=product,[2H]C([2H])=C([2H])[2H]
2733418  1,"ANILINE-D7
14545-23-4",2733418,http://www.chemfish.co.jp/index.php?id=6120&project=product,[2H]c1c([2H])c([2H])c(N([2H])[2H])c([2H])c1[2H]
92148  1,"NAPHTHALENE-D8
1146-65-2",92148,http://www.chemfish.co.jp/index.php?id=6827&project=product,[2H]c1c([2H])c([2H])c2c([2H])c([2H])c([2H])c([2H])c2c1[2H]
2723968  1,"BROMOBENZENE-D5
4165-57-5",2723968,http://www.chemfish.co.jp/index.php?id=6824&project=product,[2H]c1c([2H])c([2H])c(Br)c([2H])c1[2H]
71601  1,"BENZENE-D6
1076-43-3",71601,http://www.chemfish.co.jp/index.php?id=6823&project=product,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H]
71583  1,"Chloroform-D
865-49-6",71583??,http://www.chemfish.co.jp/index.php?id=6036&project=product,[2H]C(Cl)(Cl)Cl
124488809  1,"[4-[(4S,5R)-5-[(1S,2R,4S,8R,10R,14S,17R,18R)-14-Hydroxy-2,6,6,18-tetramethyl-11-oxo-5,7-dioxapentacyclo[11.7.0.02,10.04,8.014,18]icos-12-en-17-yl]-2,2,5-trimethyl-1,3-dioxolan-4-yl]-2-methylbutan-2-yl] acetate",124488809,http://www.chemfish.co.jp/index.php?id=6152&project=product,CC(=O)OC(C)(C)CCC1OC(C)(C)OC1(C)C1CCC2(O)C3=CC(=O)C4CC5OC(C)(C)OC5CC4(C)C3CCC12C
124488810  1,"[4-[(4S,5R)-5-[(1S,2R,4S,8R,10R,14S,17S,18R)-14-Hydroxy-2,6,6,18-tetramethyl-11-oxo-5,7-dioxapentacyclo[11.7.0.02,10.04,8.014,18]icos-12-en-17-yl]-2,2,5-trimethyl-1,3-dioxolan-4-yl]-2-methylbutan-2-yl] acetate",124488810,http://www.chemfish.co.jp/index.php?id=6149&project=product,CC(=O)OC(C)(C)CCC1OC(C)(C)OC1(C)C1CCC2(O)C3=CC(=O)C4CC5OC(C)(C)OC5CC4(C)C3CCC12C
71313647  1,Beclomethasone 21-Butyrate 17-Propionate,71313647,http://www.chemfish.co.jp/index.php?id=6148&project=product,CCCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
16401653  1,"Aconine
509-20-6",16401653,http://www.chemfish.co.jp/index.php?id=6137&project=product,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14
124406567  1,"(2S,8S,9R,10S,13R,14S,16R,17S)-17-[(2R)-2,6-Dihydroxy-6-methyl-3-oxoheptan-2-yl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",124406567,http://www.chemfish.co.jp/index.php?id=6136&project=product,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
71366948  1,"(2S,8S,9R,10S,13R,14S,16R,17R)-17-[(2R)-2,6-Dihydroxy-6-methyl-3-oxoheptan-2-yl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",71366948,http://www.chemfish.co.jp/index.php?id=6135&project=product,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
124406566  1,"(2S,8R,9R,10S,13R,14S,16R,17S)-17-[(2R)-2,6-Dihydroxy-6-methyl-3-oxoheptan-2-yl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",124406566,http://www.chemfish.co.jp/index.php?id=6134&project=product,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
51693182  1,"(1R,2S,4R,7R,8S,10R,11R,12S,13R,18R)-7-(Furan-3-yl)-10,13-dihydroxy-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosane-5,15,20-trione",51693182,http://www.chemfish.co.jp/index.php?id=6127&project=product,CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
51693185  1,"(1S,2S,4R,7R,8S,10R,11R,12S,13R,18R)-7-(Furan-3-yl)-10,13-dihydroxy-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosane-5,15,20-trione",51693185,http://www.chemfish.co.jp/index.php?id=6126&project=product,CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
51693187  1,"(1S,2S,4R,7R,8S,10R,11R,12S,13R,18S)-7-(Furan-3-yl)-10,13-dihydroxy-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosane-5,15,20-trione",51693187,http://www.chemfish.co.jp/index.php?id=6124&project=product,CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
51693184  1,"(1R,2S,4R,7R,8S,10R,11R,12S,13R,18S)-7-(Furan-3-yl)-10,13-dihydroxy-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icosane-5,15,20-trione",51693184,http://www.chemfish.co.jp/index.php?id=6121&project=product,CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
95224376  1,"[(1S,2R,4S,5R,9R,10R,13S,14S,15S,17S)-9-(Furan-3-yl)-1-hydroxy-15-[(1R)-1-hydroxy-2-methoxy-2-oxoethyl]-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.02,4.04,13.05,10]octadecan-17-yl] 2-methylpropanoate",95224376,http://www.chemfish.co.jp/index.php?id=6120&project=product,COC(=O)C(O)C1C(C)(C)C(OC(=O)C(C)C)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23
95224374  1,"[(1S,2R,4S,5S,9R,10R,13S,14S,15S,17S)-9-(Furan-3-yl)-1-hydroxy-15-[(1R)-1-hydroxy-2-methoxy-2-oxoethyl]-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.02,4.04,13.05,10]octadecan-17-yl] 2-methylpropanoate",95224374,http://www.chemfish.co.jp/index.php?id=6119&project=product,COC(=O)C(O)C1C(C)(C)C(OC(=O)C(C)C)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23
11758095  1,"[(1S,2R,4S,5R,9R,10R,13R,14S,15S,17S)-9-(Furan-3-yl)-1-hydroxy-15-[(1R)-1-hydroxy-2-methoxy-2-oxoethyl]-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.02,4.04,13.05,10]octadecan-17-yl] 2-methylpropanoate",11758095,http://www.chemfish.co.jp/index.php?id=6118&project=product,COC(=O)C(O)C1C(C)(C)C(OC(=O)C(C)C)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23
95224375  1,"[(1S,2R,4S,5S,9R,10R,13R,14S,15S,17S)-9-(Furan-3-yl)-1-hydroxy-15-[(1R)-1-hydroxy-2-methoxy-2-oxoethyl]-10,14,16,16-tetramethyl-7,18-dioxo-3,8-dioxapentacyclo[12.3.1.02,4.04,13.05,10]octadecan-17-yl] 2-methylpropanoate",95224375,http://www.chemfish.co.jp/index.php?id=6117&project=product,COC(=O)C(O)C1C(C)(C)C(OC(=O)C(C)C)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23
